28/02/2011 3:59:29 PM:- Created: 28/02/2011; Acct: 01; Chart: 1000019; $Amount: 140.00; $Tax: 14.00; REFNO: 600047; DESCR: Client Bill 154423; Owner Code: NMEMO; Owner: 329; Invoice: -1; Creditor Code: ; WHO: DBS
28/02/2011 3:59:30 PM:- Created: 28/02/2011; Acct: 01; Chart: 3200; $Amount: -14.00; $Tax: 0.00; REFNO: 600047; DESCR: Client Bill 154423; Owner Code: NMEMO; Owner: 329; Invoice: -1; Creditor Code: ; WHO: DBS
28/02/2011 3:59:30 PM:- Created: 28/02/2011; Acct: 01; Chart: 3200; $Amount: -140.00; $Tax: 0.00; REFNO: 600047; DESCR: Client Bill 154423; Owner Code: NMEMO; Owner: 329; Invoice: -1; Creditor Code: ; WHO: DBS
28/02/2011 3:59:30 PM:- Created: 28/02/2011; Acct: 01; Chart: 4990; $Amount: 14.00; $Tax: 0.00; REFNO: 600047; DESCR: Client Bill 154423; Owner Code: NMEMO; Owner: 329; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 3200; $Amount: 22.00; $Tax: 2.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000195; $Amount: -1.40; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000196; $Amount: -1.80; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000197; $Amount: -2.20; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000199; $Amount: -1.80; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000200; $Amount: -2.20; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000201; $Amount: -0.80; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000202; $Amount: -1.40; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000203; $Amount: -0.60; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000204; $Amount: -0.80; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000205; $Amount: -0.40; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:11 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000206; $Amount: -0.40; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000207; $Amount: -0.60; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000208; $Amount: -1.20; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000209; $Amount: -1.60; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000210; $Amount: -2.00; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 1000198; $Amount: -0.80; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
5/04/2011 4:55:12 PM:- Created: 5/04/2011; Acct: 01; Chart: 4990; $Amount: -2.00; $Tax: 0.00; REFNO: 600070; DESCR: test; Owner Code: NMEMO; Owner: 363; Invoice: -1; Creditor Code: ; WHO: DBS
11/04/2011 4:30:29 PM:- Created: 11/04/2011; Acct: 01; Chart: 1000002; $Amount: -660.00; $Tax: 0.00; REFNO: 00075; DESCR: Test; Owner Code: RECEIPT; Owner: 275; Invoice: -1; Creditor Code: ; WHO: DBS
